UniqueCount	AmbigCount
1	4
0	0
0	30
0	1
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
3	3
0	0
0	0
0	0
0	0
0	2
4	2
0	4
0	0
0	0
15	0
0	0
1	6
0	0
0	0
0	0
0	0
3	17
0	1
1	4
0	1
1	1
0	2
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	23
0	0
0	10
0	4
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	2
0	5
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
11	4288
501	8268
144	18202
0	6
2	454
0	0
6364	1841
3	465
0	0
0	0
0	0
0	1
13	64
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	2
0	0
0	2
0	1
0	0
18	7
0	3
0	3
0	3
0	1
0	1
0	9
0	4
0	2
0	3
0	0
1	0
0	1
0	0
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	7
0	7
0	7
0	7
0	7
0	7
0	7
0	7
0	7
0	7
0	0
0	0
0	0
0	0
0	0
0	15
1	41
0	41
0	0
0	3
0	0
3	2
0	5
0	3
0	1
0	1
0	7
0	7
0	5
0	0
0	5
0	5
0	5
0	5
2	0
0	2
1	2
2	0
0	0
0	4
0	2
1	4
0	0
0	0
2	267
0	267
0	0
0	0
2	8
13	11
0	3
0	1
0	7
5	141
0	10
1	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	18
0	16
0	17
0	18
3	17
0	18
0	17
0	2
0	2
0	2
0	1
0	1
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
2	0
7	0
12	5
0	5
1	76
0	76
3	72
0	25
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	39
0	25
0	25
7	24
0	18
0	16
0	8
12	0
0	0
0	0
0	0
0	0
0	0
1	0
0	33
0	31
0	33
0	21
0	25
0	24
0	24
0	7
0	24
0	21
0	10
0	6
0	12
0	8
0	7
0	0
0	1
0	1
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	20
1	21
0	14
0	8
0	0
0	1
0	2
0	0
0	3
0	1
1	2
0	1
1	0
0	0
