UniqueCount	AmbigCount
0	0
0	0
1	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	4
0	0
0	1
0	0
0	0
0	3
0	1
0	11
2	1
0	1
12	0
0	0
4	9
0	1
0	0
0	0
0	0
3	10
0	0
1	1
0	3
0	2
0	2
0	1
0	1
0	3
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	11
0	1
0	5
0	3
0	1
0	1
0	1
1	3
0	0
0	0
0	0
0	1
1	13
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
987	1066
88	1935
2428	4773
0	1
1	74
0	3
1465	508
3	123
0	0
0	0
0	0
0	1
11	51
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	2
0	1
0	1
1	2
0	0
5	2
0	3
0	3
0	3
0	2
0	1
0	5
0	3
0	1
0	2
0	0
0	1
0	0
0	0
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	8
0	8
0	8
0	8
0	8
0	8
0	8
0	8
0	8
0	7
0	0
0	0
0	0
0	0
0	0
0	13
1	29
0	26
0	0
0	5
1	0
0	2
0	1
0	1
0	0
0	0
0	8
2	8
0	5
0	1
0	3
0	6
0	6
0	6
1	0
0	0
1	0
1	0
0	0
0	13
0	9
5	13
0	0
1	0
10	166
0	166
0	0
0	0
0	8
1	7
2	2
0	3
0	8
2	57
0	8
0	2
0	1
0	2
1	0
0	2
0	1
0	0
8	0
0	3
0	2
0	2
0	2
0	3
0	3
0	2
0	0
0	2
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	0
9	5
1	5
0	39
0	39
5	30
0	9
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	43
0	31
0	35
0	19
0	18
0	14
0	11
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	21
0	21
0	24
0	15
0	22
0	15
0	16
0	5
0	14
0	11
0	2
0	3
0	9
0	9
0	9
0	0
0	3
0	5
0	8
0	2
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	26
1	26
0	19
0	15
0	0
0	6
0	7
1	1
0	3
0	3
2	0
0	2
1	0
0	0
0	3
0	1
0	0
0	1
0	1
0	29
0	40
0	40
0	30
0	26
0	41
0	10
0	32
0	30
3	24
2	18
0	29
0	40
0	30
0	28
0	37
0	38
0	10
0	3
0	2
0	27
