UniqueCount	AmbigCount
0	0
0	0
0	19
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	3
0	0
0	0
0	0
0	0
0	1
2	2
0	14
1	1
0	3
10	1
0	0
0	3
0	0
0	0
0	0
0	0
2	14
0	0
2	6
0	5
0	5
0	1
0	0
0	4
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
1	0
0	14
0	2
0	7
0	6
0	1
0	1
0	2
0	1
0	0
0	0
0	0
0	1
0	14
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
858	1041
106	1843
75	4147
0	2
2	138
1	0
1113	584
3	327
0	0
0	0
0	0
0	1
7	44
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	5
0	2
0	2
0	2
0	2
0	1
0	6
0	1
0	1
0	1
0	0
1	1
0	0
0	1
0	1
0	0
0	1
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
1	0
0	0
0	0
0	0
0	0
0	13
6	41
1	40
0	0
0	5
0	1
2	4
0	4
1	0
0	1
0	0
1	2
0	2
0	0
0	0
1	1
0	5
0	5
0	5
1	0
0	0
0	0
1	0
0	0
0	5
0	5
1	5
0	0
0	0
11	270
0	270
0	0
0	2
1	19
0	12
0	3
0	4
0	8
5	85
0	9
0	1
0	0
0	1
0	0
0	1
0	1
0	0
5	0
0	11
0	11
0	11
0	11
1	9
0	12
0	11
0	0
0	8
0	4
0	4
0	4
0	1
0	2
0	0
0	0
0	0
1	0
0	0
0	0
0	0
1	0
0	0
2	0
12	4
0	3
0	55
0	55
3	42
0	11
0	0
0	1
0	1
0	1
0	0
0	1
0	0
0	0
0	0
0	74
0	51
0	58
1	36
0	26
0	22
0	19
6	0
0	0
0	0
0	0
0	0
0	0
0	0
0	28
0	29
0	32
0	20
0	24
0	18
0	18
0	6
0	18
0	13
0	3
0	4
0	9
0	7
0	7
0	0
0	0
0	3
1	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	14
0	13
0	8
0	8
0	1
0	3
0	4
0	3
1	2
0	0
1	0
0	0
2	0
0	0
1	12
0	2
0	1
0	7
0	5
0	37
0	59
0	59
0	38
0	48
0	64
0	18
0	43
0	38
0	34
0	27
0	36
0	59
0	40
0	38
0	61
0	56
0	13
0	6
0	4
0	42
0	6
